bus_id,bus_type,state_valid,Vm_stored,Vm_pp,Vm_err,Va_stored,Va_pp,Va_err,Pd_stored,Pd_pp,Pd_err,Qd_stored,Qd_pp,Qd_err,Pg_stored,Pg_pp,Pg_err,Qg_stored,Qg_pp_res,Qg_err_vs_res,sample_idx
20,PQ,True,1.01932,1.01932,0.0,12.3939,12.3939,0.0,200.6875,200.6875,0.0,84.2302,84.2302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63697
21,PQ,True,1.040819,1.040819,0.0,17.2421,17.2421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63697
22,PQ,True,1.033155,1.033155,0.0,16.7299,16.7299,0.0,343.2866,343.2866,0.0,117.3416,117.3416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63697
23,PQ,True,1.020602,1.020602,0.0,8.9717,8.9717,0.0,429.8641,429.8641,0.0,-128.4299,-128.4299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63697
24,PQ,True,1.04125,1.04125,0.0,13.9324,13.9324,0.0,229.988,229.988,0.0,48.4618,48.4618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63697
25,PQ,True,0.991467,0.991467,0.0,15.7414,15.7414,0.0,78.5315,78.5315,0.0,9.6046,9.6046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63697
26,PQ,True,0.985593,0.985593,0.0,10.7167,10.7167,0.0,372.6551,372.6551,0.0,100.1262,100.1262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63697
27,PQ,False,0.0,,,0.0,,,214.803,214.803,0.0,28.7794,28.7794,0.0,0.0,0.0,,0.0,0.0,,63697
28,PQ,True,1.01315,1.01315,0.0,44.271,44.271,0.0,173.035,173.035,0.0,16.4185,16.4185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63697
29,PV,True,1.0499,1.0499,0.0,13.8722,13.8722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,289.9848,289.9848,0.0,0.0,289.8834,289.8834,63697
30,Slack,True,0.982,0.982,0.0,0.0,0.0,0.0,9.8685,9.8685,0.0,4.9343,4.9343,0.0,-104.2501,-104.2501,0.0,200.8732,200.8732,0.0,63697
31,PV,True,0.9841,0.9841,0.0,15.3282,15.3282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,753.9605,753.9605,0.0,0.0,266.9036,266.9036,63697
32,PV,True,0.9972,0.9972,0.0,21.531,21.531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,733.0816,733.0816,0.0,0.0,172.2187,172.2187,63697
33,PV,True,1.0123,1.0123,0.0,20.5221,20.5221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,589.2491,589.2491,0.0,0.0,203.1152,203.1152,63697
34,PV,True,1.0494,1.0494,0.0,23.0491,23.0491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,753.9605,753.9605,0.0,0.0,287.5042,287.5042,63697
35,PV,True,1.0636,1.0636,0.0,25.9404,25.9404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,649.5659,649.5659,0.0,0.0,159.1961,159.1961,63697
36,PV,True,1.0275,1.0275,0.0,21.9089,21.9089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,626.3672,626.3672,0.0,0.0,78.9097,78.9097,63697
37,PV,True,1.0265,1.0265,0.0,52.6597,52.6597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,962.7495,962.7495,0.0,0.0,270.6594,270.6594,63697
38,PV,True,1.03,1.03,0.0,6.2199,6.2199,0.0,1014.7207,1014.7207,0.0,229.7828,229.7828,0.0,1159.9392,1159.9392,0.0,0.0,135.9242,135.9242,63697
