bus_id,bus_type,state_valid,Vm_stored,Vm_pp,Vm_err,Va_stored,Va_pp,Va_err,Pd_stored,Pd_pp,Pd_err,Qd_stored,Qd_pp,Qd_err,Pg_stored,Pg_pp,Pg_err,Qg_stored,Qg_pp_res,Qg_err_vs_res,sample_idx
11,PQ,True,1.01532,1.01532,0.0,1.5802,1.5802,0.0,6.9628,6.9628,0.0,71.832,71.832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5307
12,PQ,True,1.024451,1.024451,0.0,1.9096,1.9096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5307
13,PQ,True,1.019789,1.019789,0.0,0.8426,0.8426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5307
14,PQ,True,1.007469,1.007469,0.0,1.4904,1.4904,0.0,459.3505,459.3505,0.0,219.6269,219.6269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5307
15,PQ,True,1.025313,1.025313,0.0,4.0734,4.0734,0.0,181.1862,181.1862,0.0,17.7882,17.7882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5307
16,PQ,True,1.031544,1.031544,0.0,2.2632,2.2632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5307
17,PQ,True,1.031667,1.031667,0.0,1.1161,1.1161,0.0,161.3184,161.3184,0.0,30.6301,30.6301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5307
18,PQ,True,1.048272,1.048272,0.0,11.8447,11.8447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5307
19,PQ,True,0.994796,0.994796,0.0,12.7997,12.7997,0.0,388.7246,388.7246,0.0,58.8803,58.8803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5307
20,PQ,True,1.018082,1.018082,0.0,16.2784,16.2784,0.0,395.4913,395.4913,0.0,165.9909,165.9909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5307
21,PQ,True,1.043544,1.043544,0.0,19.1999,19.1999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5307
22,PQ,True,1.038538,1.038538,0.0,17.9027,17.9027,0.0,138.9525,138.9525,0.0,47.4965,47.4965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5307
23,PQ,True,1.028427,1.028427,0.0,5.0723,5.0723,0.0,358.4311,358.4311,0.0,-107.088,-107.088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5307
24,PQ,True,1.055386,1.055386,0.0,3.1749,3.1749,0.0,308.3996,308.3996,0.0,64.9842,64.9842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5307
25,PQ,True,1.053919,1.053919,0.0,2.0987,2.0987,0.0,78.4265,78.4265,0.0,9.5917,9.5917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5307
26,PQ,True,1.03953,1.03953,0.0,1.218,1.218,0.0,231.823,231.823,0.0,62.287,62.287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5307
27,PQ,True,1.04788,1.04788,0.0,2.9839,2.9839,0.0,281.6338,281.6338,0.0,37.7335,37.7335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5307
28,PQ,True,1.048075,1.048075,0.0,5.5008,5.5008,0.0,410.2153,410.2153,0.0,38.9234,38.9234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5307
29,PV,True,1.0499,1.0499,0.0,4.5515,4.5515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.9265,251.9265,0.0,0.0,147.4524,147.4524,5307
30,Slack,True,0.982,0.982,0.0,0.0,0.0,0.0,5.4041,5.4041,0.0,2.7021,2.7021,0.0,49.5115,49.5115,0.0,101.4914,101.4914,0.0,5307
31,PV,True,0.9841,0.9841,0.0,10.3579,10.3579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,655.009,655.009,0.0,0.0,162.4622,162.4622,5307
32,PV,True,0.9972,0.9972,0.0,17.1064,17.1064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,636.8703,636.8703,0.0,0.0,120.536,120.536,5307
33,PV,True,1.0123,1.0123,0.0,18.0214,18.0214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,511.9147,511.9147,0.0,0.0,145.7565,145.7565,5307
34,PV,True,1.0494,1.0494,0.0,24.2295,24.2295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,655.009,655.009,0.0,0.0,258.5227,258.5227,5307
35,PV,True,1.0636,1.0636,0.0,25.8572,25.8572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,564.3154,564.3154,0.0,0.0,126.6997,126.6997,5307
36,PV,True,1.0275,1.0275,0.0,10.0253,10.0253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,544.1613,544.1613,0.0,0.0,8.9813,8.9813,5307
37,PV,True,1.0265,1.0265,0.0,12.6262,12.6262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,836.3961,836.3961,0.0,0.0,35.3075,35.3075,5307
38,PV,True,1.03,1.03,0.0,-3.3629,-3.3629,0.0,1131.8705,1131.8705,0.0,256.3113,256.3113,0.0,1007.7061,1007.7061,0.0,0.0,58.5083,58.5083,5307
