bus_id,bus_type,state_valid,Vm_stored,Vm_pp,Vm_err,Va_stored,Va_pp,Va_err,Pd_stored,Pd_pp,Pd_err,Qd_stored,Qd_pp,Qd_err,Pg_stored,Pg_pp,Pg_err,Qg_stored,Qg_pp_res,Qg_err_vs_res,sample_idx
17,PQ,True,1.020743,1.020743,0.0,-8.3159,-8.3159,0.0,174.0003,174.0003,0.0,33.038,33.038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55130
18,PQ,True,1.042777,1.042777,0.0,4.5894,4.5894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55130
19,PQ,True,0.989447,0.989447,0.0,5.2072,5.2072,0.0,502.9043,502.9043,0.0,76.1752,76.1752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55130
20,PQ,True,1.014775,1.014775,0.0,-1.4031,-1.4031,0.0,367.1141,367.1141,0.0,154.0808,154.0808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55130
21,PQ,True,1.038911,1.038911,0.0,3.738,3.738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55130
22,PQ,True,1.03211,1.03211,0.0,3.4377,3.4377,0.0,355.6773,355.6773,0.0,121.577,121.577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55130
23,PQ,True,1.020293,1.020293,0.0,-3.1863,-3.1863,0.0,165.2737,165.2737,0.0,-49.3786,-49.3786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55130
24,PQ,False,0.0,,,0.0,,,192.5845,192.5845,0.0,40.5803,40.5803,0.0,0.0,0.0,,0.0,0.0,,55130
25,PQ,True,1.030797,1.030797,0.0,-7.0041,-7.0041,0.0,72.1431,72.1431,0.0,8.8233,8.8233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55130
26,PQ,True,1.016626,1.016626,0.0,-8.4243,-8.4243,0.0,374.6677,374.6677,0.0,100.667,100.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55130
27,PQ,True,1.033563,1.033563,0.0,-4.5824,-4.5824,0.0,281.8923,281.8923,0.0,37.7681,37.7681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55130
28,PQ,True,1.037544,1.037544,0.0,-1.5276,-1.5276,0.0,405.0168,405.0168,0.0,38.4302,38.4302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55130
29,PV,True,1.0499,1.0499,0.0,-7.0445,-7.0445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,287.4677,287.4677,0.0,0.0,141.4619,141.4619,55130
30,Slack,True,0.982,0.982,0.0,0.0,0.0,0.0,12.4833,12.4833,0.0,6.2417,6.2417,0.0,483.8468,483.8468,0.0,179.5861,179.5861,0.0,55130
31,PV,True,0.9841,0.9841,0.0,5.1077,5.1077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,747.4159,747.4159,0.0,0.0,221.0538,221.0538,55130
32,PV,True,0.9972,0.9972,0.0,10.618,10.618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,726.7182,726.7182,0.0,0.0,161.0287,161.0287,55130
33,PV,True,1.0123,1.0123,0.0,11.1938,11.1938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,584.1343,584.1343,0.0,0.0,179.0272,179.0272,55130
34,PV,True,1.0494,1.0494,0.0,9.5051,9.5051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,747.4159,747.4159,0.0,0.0,300.5723,300.5723,55130
35,PV,True,1.0636,1.0636,0.0,12.5757,12.5757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,643.9276,643.9276,0.0,0.0,162.5169,162.5169,55130
36,PV,False,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,620.9301,0.0,,0.0,0.0,,55130
37,PV,True,1.0265,1.0265,0.0,6.6603,6.6603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,954.3926,954.3926,0.0,0.0,112.7999,112.7999,55130
38,PV,True,1.03,1.03,0.0,-18.416,-18.416,0.0,1595.0539,1595.0539,0.0,361.1988,361.1988,0.0,1149.8706,1149.8706,0.0,0.0,224.0071,224.0071,55130
