bus_id,bus_type,state_valid,Vm_stored,Vm_pp,Vm_err,Va_stored,Va_pp,Va_err,Pd_stored,Pd_pp,Pd_err,Qd_stored,Qd_pp,Qd_err,Pg_stored,Pg_pp,Pg_err,Qg_stored,Qg_pp_res,Qg_err_vs_res,sample_idx
11,PQ,True,1.01532,1.01532,0.0,1.5802,1.5802,0.0,6.9628,6.9628,0.0,71.832,71.832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5307
12,PQ,True,1.024451,1.024451,0.0,1.9096,1.9096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5307
13,PQ,True,1.019789,1.019789,0.0,0.8426,0.8426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5307
14,PQ,True,1.007469,1.007469,0.0,1.4904,1.4904,0.0,459.3505,459.3505,0.0,219.6269,219.6269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5307
15,PQ,True,1.025313,1.025313,0.0,4.0734,4.0734,0.0,181.1862,181.1862,0.0,17.7882,17.7882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5307
16,PQ,True,1.031544,1.031544,0.0,2.2632,2.2632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5307
17,PQ,True,1.031667,1.031667,0.0,1.1161,1.1161,0.0,161.3184,161.3184,0.0,30.6301,30.6301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5307
18,PQ,True,1.048272,1.048272,0.0,11.8447,11.8447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5307
19,PQ,True,0.994796,0.994796,0.0,12.7997,12.7997,0.0,388.7246,388.7246,0.0,58.8803,58.8803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5307
20,PQ,True,1.018082,1.018082,0.0,16.2784,16.2784,0.0,395.4913,395.4913,0.0,165.9909,165.9909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5307
21,PQ,True,1.043544,1.043544,0.0,19.1999,19.1999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5307
22,PQ,True,1.038538,1.038538,0.0,17.9027,17.9027,0.0,138.9525,138.9525,0.0,47.4965,47.4965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5307
23,PQ,True,1.028427,1.028427,0.0,5.0723,5.0723,0.0,358.4311,358.4311,0.0,-107.088,-107.088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5307
24,PQ,True,1.055386,1.055386,0.0,3.1749,3.1749,0.0,308.3996,308.3996,0.0,64.9842,64.9842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5307
25,PQ,True,1.053919,1.053919,0.0,2.0987,2.0987,0.0,78.4265,78.4265,0.0,9.5917,9.5917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5307
26,PQ,True,1.03953,1.03953,0.0,1.218,1.218,0.0,231.823,231.823,0.0,62.287,62.287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5307
27,PQ,True,1.04788,1.04788,0.0,2.9839,2.9839,0.0,281.6338,281.6338,0.0,37.7335,37.7335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5307
28,PQ,True,1.048075,1.048075,0.0,5.5008,5.5008,0.0,410.2153,410.2153,0.0,38.9234,38.9234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5307
29,PV,True,1.0499,1.0499,0.0,4.5515,4.5515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.9265,251.9265,0.0,0.0,147.4524,147.4524,5307
30,Slack,True,0.982,0.982,0.0,0.0,0.0,0.0,5.4041,5.4041,0.0,2.7021,2.7021,0.0,49.5115,49.5115,0.0,101.4914,101.4914,0.0,5307
31,PV,True,0.9841,0.9841,0.0,10.3579,10.3579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,655.009,655.009,0.0,0.0,162.4622,162.4622,5307
32,PV,True,0.9972,0.9972,0.0,17.1064,17.1064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,636.8703,636.8703,0.0,0.0,120.536,120.536,5307
33,PV,True,1.0123,1.0123,0.0,18.0214,18.0214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,511.9147,511.9147,0.0,0.0,145.7565,145.7565,5307
34,PV,True,1.0494,1.0494,0.0,24.2295,24.2295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,655.009,655.009,0.0,0.0,258.5227,258.5227,5307
35,PV,True,1.0636,1.0636,0.0,25.8572,25.8572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,564.3154,564.3154,0.0,0.0,126.6997,126.6997,5307
36,PV,True,1.0275,1.0275,0.0,10.0253,10.0253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,544.1613,544.1613,0.0,0.0,8.9813,8.9813,5307
37,PV,True,1.0265,1.0265,0.0,12.6262,12.6262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,836.3961,836.3961,0.0,0.0,35.3075,35.3075,5307
38,PV,True,1.03,1.03,0.0,-3.3629,-3.3629,0.0,1131.8705,1131.8705,0.0,256.3113,256.3113,0.0,1007.7061,1007.7061,0.0,0.0,58.5083,58.5083,5307
0,PQ,True,1.038638,1.038638,0.0,1.4312,1.4312,0.0,50.1761,50.1761,0.0,22.7232,22.7232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33941
1,PQ,True,1.034625,1.034625,0.0,3.7997,3.7997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33941
2,PQ,True,1.014548,1.014548,0.0,-0.5629,-0.5629,0.0,440.8897,440.8897,0.0,3.2861,3.2861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33941
3,PQ,True,0.99461,0.99461,0.0,-1.631,-1.631,0.0,504.3147,504.3147,0.0,185.5878,185.5878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33941
4,PQ,True,1.001968,1.001968,0.0,-1.5008,-1.5008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33941
5,PQ,True,1.004518,1.004518,0.0,-1.1091,-1.1091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33941
6,PQ,True,0.996838,0.996838,0.0,-2.7434,-2.7434,0.0,184.6887,184.6887,0.0,66.3552,66.3552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33941
7,PQ,True,0.996271,0.996271,0.0,-3.0869,-3.0869,0.0,491.651,491.651,0.0,166.3325,166.3325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33941
8,PQ,True,1.038283,1.038283,0.0,-0.9419,-0.9419,0.0,6.9046,6.9046,0.0,-70.7454,-70.7454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33941
9,PQ,True,1.010696,1.010696,0.0,2.5079,2.5079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33941
10,PQ,True,1.006528,1.006528,0.0,1.2926,1.2926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33941
11,PQ,True,0.984732,0.984732,0.0,1.6053,1.6053,0.0,11.9653,11.9653,0.0,123.4399,123.4399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33941
12,PQ,True,1.006295,1.006295,0.0,2.1059,2.1059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33941
13,PQ,True,1.001444,1.001444,0.0,1.2522,1.2522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33941
14,PQ,True,1.000871,1.000871,0.0,4.2494,4.2494,0.0,205.1436,205.1436,0.0,98.0843,98.0843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33941
15,PQ,True,1.010881,1.010881,0.0,6.5925,6.5925,0.0,359.2293,359.2293,0.0,35.2678,35.2678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33941
16,PQ,True,1.006935,1.006935,0.0,5.806,5.806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33941
17,PQ,True,1.00471,1.00471,0.0,5.2499,5.2499,0.0,121.1402,121.1402,0.0,23.0013,23.0013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33941
18,PQ,True,1.042381,1.042381,0.0,13.8966,13.8966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33941
19,PQ,True,0.989898,0.989898,0.0,14.2091,14.2091,0.0,488.8075,488.8075,0.0,74.04,74.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33941
20,PQ,True,1.018453,1.018453,0.0,8.6342,8.6342,0.0,313.9057,313.9057,0.0,131.7487,131.7487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33941
21,PQ,True,1.04686,1.04686,0.0,12.9997,12.9997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33941
22,PQ,True,1.047026,1.047026,0.0,12.5461,12.5461,0.0,337.9263,337.9263,0.0,115.5094,115.5094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33941
23,PQ,True,1.07359,1.07359,0.0,6.4261,6.4261,0.0,334.8012,334.8012,0.0,-100.0281,-100.0281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33941
24,PQ,True,1.046131,1.046131,0.0,6.2282,6.2282,0.0,287.1064,287.1064,0.0,60.4974,60.4974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33941
25,PQ,True,1.011344,1.011344,0.0,8.5116,8.5116,0.0,78.9233,78.9233,0.0,9.6525,9.6525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33941
26,PQ,True,0.999027,0.999027,0.0,5.4619,5.4619,0.0,407.5084,407.5084,0.0,109.4907,109.4907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33941
27,PQ,True,1.012513,1.012513,0.0,24.1047,24.1047,0.0,107.5331,107.5331,0.0,14.4073,14.4073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33941
28,PQ,True,1.025884,1.025884,0.0,29.8761,29.8761,0.0,166.3351,166.3351,0.0,15.7828,15.7828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33941
29,PV,True,1.0499,1.0499,0.0,6.3641,6.3641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,261.9649,261.9649,0.0,0.0,240.845,240.845,33941
30,Slack,True,0.982,0.982,0.0,0.0,0.0,0.0,7.1474,7.1474,0.0,3.5737,3.5737,0.0,78.5272,78.5272,0.0,173.9477,173.9477,0.0,33941
31,PV,True,0.9841,0.9841,0.0,10.9347,10.9347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,681.1088,681.1088,0.0,0.0,244.6585,244.6585,33941
32,PV,True,0.9972,0.9972,0.0,19.3851,19.3851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,662.2473,662.2473,0.0,0.0,160.3204,160.3204,33941
33,PV,True,1.0123,1.0123,0.0,19.6548,19.6548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,532.3127,532.3127,0.0,0.0,173.9294,173.9294,33941
34,PV,True,1.0494,1.0494,0.0,18.2137,18.2137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,681.1088,681.1088,0.0,0.0,237.0242,237.0242,33941
35,PV,True,1.0636,1.0636,0.0,20.7615,20.7615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,586.8014,586.8014,0.0,0.0,96.0374,96.0374,33941
36,PV,True,1.0275,1.0275,0.0,13.4025,13.4025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,565.8442,565.8442,0.0,0.0,51.2438,51.2438,33941
37,PV,True,1.0265,1.0265,0.0,37.3835,37.3835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,869.7235,869.7235,0.0,0.0,180.5492,180.5492,33941
38,PV,True,1.03,1.03,0.0,0.6989,0.6989,0.0,982.8736,982.8736,0.0,222.571,222.571,0.0,1047.8596,1047.8596,0.0,0.0,48.9224,48.9224,33941
0,PQ,True,1.042599,1.042599,0.0,6.3921,6.3921,0.0,95.573,95.573,0.0,43.2821,43.2821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50499
1,PQ,True,1.05409,1.05409,0.0,8.964,8.964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50499
2,PQ,True,1.044954,1.044954,0.0,5.7767,5.7767,0.0,178.0267,178.0267,0.0,1.3269,1.3269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50499
3,PQ,True,0.991853,0.991853,0.0,-2.2533,-2.2533,0.0,523.4219,523.4219,0.0,192.6193,192.6193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50499
4,PQ,True,1.00605,1.00605,0.0,-1.0365,-1.0365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50499
5,PQ,True,1.009449,1.009449,0.0,-0.6296,-0.6296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50499
6,PQ,True,1.003621,1.003621,0.0,-1.5908,-1.5908,0.0,125.9176,125.9176,0.0,45.2398,45.2398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50499
7,PQ,True,1.002729,1.002729,0.0,-1.7501,-1.7501,0.0,409.0488,409.0488,0.0,138.387,138.387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50499
8,PQ,True,1.037829,1.037829,0.0,2.826,2.826,0.0,5.7099,5.7099,0.0,-58.5044,-58.5044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50499
9,PQ,True,1.016897,1.016897,0.0,2.3785,2.3785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50499
10,PQ,True,1.013368,1.013368,0.0,1.3599,1.3599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50499
11,PQ,True,1.00595,1.00595,0.0,1.5108,1.5108,0.0,5.8786,5.8786,0.0,60.6469,60.6469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50499
12,PQ,True,1.013023,1.013023,0.0,1.7515,1.7515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50499
13,PQ,True,1.006326,1.006326,0.0,0.3149,0.3149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50499
14,PQ,True,1.013396,1.013396,0.0,1.4631,1.4631,0.0,312.9763,312.9763,0.0,149.6418,149.6418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50499
15,PQ,True,1.031414,1.031414,0.0,3.4995,3.4995,0.0,445.3607,445.3607,0.0,43.7239,43.7239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50499
16,PQ,True,1.036027,1.036027,0.0,4.0211,4.0211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50499
17,PQ,True,1.037686,1.037686,0.0,4.1912,4.1912,0.0,188.0434,188.0434,0.0,35.7044,35.7044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50499
18,PQ,True,1.045918,1.045918,0.0,5.8202,5.8202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50499
19,PQ,True,0.982395,0.982395,0.0,2.1814,2.1814,0.0,988.6813,988.6813,0.0,149.7561,149.7561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50499
20,PQ,True,1.036216,1.036216,0.0,7.3149,7.3149,0.0,167.0951,167.0951,0.0,70.1311,70.1311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50499
21,PQ,True,1.054618,1.054618,0.0,12.3973,12.3973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50499
22,PQ,True,1.03222,1.03222,0.0,9.4871,9.4871,0.0,280.1858,280.1858,0.0,95.7726,95.7726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50499
23,PQ,True,1.035617,1.035617,0.0,3.453,3.453,0.0,329.0223,329.0223,0.0,-98.3015,-98.3015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50499
24,PQ,True,1.062442,1.062442,0.0,10.5318,10.5318,0.0,133.9261,133.9261,0.0,28.2201,28.2201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50499
25,PQ,True,1.050171,1.050171,0.0,7.63,7.63,0.0,182.4533,182.4533,0.0,22.3144,22.3144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50499
26,PQ,True,1.036396,1.036396,0.0,4.6926,4.6926,0.0,311.7283,311.7283,0.0,83.7562,83.7562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50499
27,PQ,True,1.047459,1.047459,0.0,11.9146,11.9146,0.0,210.3999,210.3999,0.0,28.1895,28.1895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50499
28,PQ,True,1.047798,1.047798,0.0,14.9623,14.9623,0.0,278.3001,278.3001,0.0,26.4066,26.4066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50499
29,PV,True,1.0499,1.0499,0.0,11.5468,11.5468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,268.8069,268.8069,0.0,0.0,130.8871,130.8871,50499
30,Slack,True,0.982,0.982,0.0,0.0,0.0,0.0,11.0342,11.0342,0.0,5.5171,5.5171,0.0,51.7546,51.7546,0.0,157.322,157.322,0.0,50499
31,PV,True,0.9841,0.9841,0.0,10.9738,10.9738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,698.898,698.898,0.0,0.0,218.4861,218.4861,50499
32,PV,True,0.9972,0.9972,0.0,11.4444,11.4444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,679.5439,679.5439,0.0,0.0,137.9358,137.9358,50499
33,PV,True,1.0123,1.0123,0.0,7.7926,7.7926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,546.2157,546.2157,0.0,0.0,216.3906,216.3906,50499
34,PV,True,1.0494,1.0494,0.0,17.7084,17.7084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,698.898,698.898,0.0,0.0,182.8847,182.8847,50499
35,PV,True,1.0636,1.0636,0.0,18.0252,18.0252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,602.1275,602.1275,0.0,0.0,156.3687,156.3687,50499
36,PV,True,1.0275,1.0275,0.0,17.8039,17.8039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,580.623,580.623,0.0,0.0,-18.0766,18.0766,50499
37,PV,True,1.0265,1.0265,0.0,22.5682,22.5682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,892.439,892.439,0.0,0.0,41.4315,41.4315,50499
38,PV,True,1.03,1.03,0.0,6.0757,6.0757,0.0,859.9965,859.9965,0.0,194.7456,194.7456,0.0,1075.2277,1075.2277,0.0,0.0,5.4754,5.4754,50499
0,PQ,True,1.041085,1.041085,0.0,-15.6413,-15.6413,0.0,60.7436,60.7436,0.0,27.5089,27.5089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55130
1,PQ,True,1.052377,1.052377,0.0,-9.8112,-9.8112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55130
2,PQ,True,1.029515,1.029515,0.0,-9.8225,-9.8225,0.0,321.1569,321.1569,0.0,2.3937,2.3937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55130
3,PQ,True,1.010082,1.010082,0.0,-8.5067,-8.5067,0.0,278.2799,278.2799,0.0,102.407,102.407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55130
4,PQ,True,1.010223,1.010223,0.0,-7.9413,-7.9413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55130
5,PQ,True,1.011702,1.011702,0.0,-7.2914,-7.2914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55130
6,PQ,True,1.00238,1.00238,0.0,-9.7895,-9.7895,0.0,308.8156,308.8156,0.0,110.9517,110.9517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55130
7,PQ,True,1.003633,1.003633,0.0,-10.2589,-10.2589,0.0,300.7416,300.7416,0.0,101.7451,101.7451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55130
8,PQ,True,1.034241,1.034241,0.0,-15.2383,-15.2383,0.0,4.2326,4.2326,0.0,-43.3683,-43.3683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55130
9,PQ,True,1.017976,1.017976,0.0,-4.0795,-4.0795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55130
10,PQ,True,1.014287,1.014287,0.0,-5.1683,-5.1683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55130
11,PQ,True,0.998944,0.998944,0.0,-5.0323,-5.0323,0.0,9.464,9.464,0.0,97.6361,97.6361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55130
12,PQ,True,1.014624,1.014624,0.0,-4.751,-4.751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55130
13,PQ,True,1.011228,1.011228,0.0,-6.2844,-6.2844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55130
14,PQ,True,1.002268,1.002268,0.0,-5.8169,-5.8169,0.0,362.8895,362.8895,0.0,173.5066,173.5066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55130
15,PQ,True,1.016095,1.016095,0.0,-3.767,-3.767,0.0,317.1378,317.1378,0.0,31.1354,31.1354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55130
16,PQ,True,1.018456,1.018456,0.0,-6.5952,-6.5952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55130
17,PQ,True,1.020743,1.020743,0.0,-8.3159,-8.3159,0.0,174.0003,174.0003,0.0,33.038,33.038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55130
18,PQ,True,1.042777,1.042777,0.0,4.5894,4.5894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55130
19,PQ,True,0.989447,0.989447,0.0,5.2072,5.2072,0.0,502.9043,502.9043,0.0,76.1752,76.1752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55130
20,PQ,True,1.014775,1.014775,0.0,-1.4031,-1.4031,0.0,367.1141,367.1141,0.0,154.0808,154.0808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55130
21,PQ,True,1.038911,1.038911,0.0,3.738,3.738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55130
22,PQ,True,1.03211,1.03211,0.0,3.4377,3.4377,0.0,355.6773,355.6773,0.0,121.577,121.577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55130
23,PQ,True,1.020293,1.020293,0.0,-3.1863,-3.1863,0.0,165.2737,165.2737,0.0,-49.3786,-49.3786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55130
24,PQ,False,0.0,,,0.0,,,192.5845,192.5845,0.0,40.5803,40.5803,0.0,0.0,0.0,,0.0,0.0,,55130
25,PQ,True,1.030797,1.030797,0.0,-7.0041,-7.0041,0.0,72.1431,72.1431,0.0,8.8233,8.8233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55130
26,PQ,True,1.016626,1.016626,0.0,-8.4243,-8.4243,0.0,374.6677,374.6677,0.0,100.667,100.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55130
27,PQ,True,1.033563,1.033563,0.0,-4.5824,-4.5824,0.0,281.8923,281.8923,0.0,37.7681,37.7681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55130
28,PQ,True,1.037544,1.037544,0.0,-1.5276,-1.5276,0.0,405.0168,405.0168,0.0,38.4302,38.4302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55130
29,PV,True,1.0499,1.0499,0.0,-7.0445,-7.0445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,287.4677,287.4677,0.0,0.0,141.4619,141.4619,55130
30,Slack,True,0.982,0.982,0.0,0.0,0.0,0.0,12.4833,12.4833,0.0,6.2417,6.2417,0.0,483.8468,483.8468,0.0,179.5861,179.5861,0.0,55130
31,PV,True,0.9841,0.9841,0.0,5.1077,5.1077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,747.4159,747.4159,0.0,0.0,221.0538,221.0538,55130
32,PV,True,0.9972,0.9972,0.0,10.618,10.618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,726.7182,726.7182,0.0,0.0,161.0287,161.0287,55130
33,PV,True,1.0123,1.0123,0.0,11.1938,11.1938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,584.1343,584.1343,0.0,0.0,179.0272,179.0272,55130
34,PV,True,1.0494,1.0494,0.0,9.5051,9.5051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,747.4159,747.4159,0.0,0.0,300.5723,300.5723,55130
