bus_id,bus_type,state_valid,Vm_stored,Vm_pp,Vm_err,Va_stored,Va_pp,Va_err,Pd_stored,Pd_pp,Pd_err,Qd_stored,Qd_pp,Qd_err,Pg_stored,Pg_pp,Pg_err,Qg_stored,Qg_pp_res,Qg_err_vs_res,sample_idx
12,PQ,True,1.006295,1.006295,0.0,2.1059,2.1059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33941
13,PQ,True,1.001444,1.001444,0.0,1.2522,1.2522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33941
14,PQ,True,1.000871,1.000871,0.0,4.2494,4.2494,0.0,205.1436,205.1436,0.0,98.0843,98.0843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33941
15,PQ,True,1.010881,1.010881,0.0,6.5925,6.5925,0.0,359.2293,359.2293,0.0,35.2678,35.2678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33941
16,PQ,True,1.006935,1.006935,0.0,5.806,5.806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33941
17,PQ,True,1.00471,1.00471,0.0,5.2499,5.2499,0.0,121.1402,121.1402,0.0,23.0013,23.0013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33941
18,PQ,True,1.042381,1.042381,0.0,13.8966,13.8966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33941
19,PQ,True,0.989898,0.989898,0.0,14.2091,14.2091,0.0,488.8075,488.8075,0.0,74.04,74.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33941
20,PQ,True,1.018453,1.018453,0.0,8.6342,8.6342,0.0,313.9057,313.9057,0.0,131.7487,131.7487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33941
21,PQ,True,1.04686,1.04686,0.0,12.9997,12.9997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33941
22,PQ,True,1.047026,1.047026,0.0,12.5461,12.5461,0.0,337.9263,337.9263,0.0,115.5094,115.5094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33941
23,PQ,True,1.07359,1.07359,0.0,6.4261,6.4261,0.0,334.8012,334.8012,0.0,-100.0281,-100.0281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33941
24,PQ,True,1.046131,1.046131,0.0,6.2282,6.2282,0.0,287.1064,287.1064,0.0,60.4974,60.4974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33941
25,PQ,True,1.011344,1.011344,0.0,8.5116,8.5116,0.0,78.9233,78.9233,0.0,9.6525,9.6525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33941
26,PQ,True,0.999027,0.999027,0.0,5.4619,5.4619,0.0,407.5084,407.5084,0.0,109.4907,109.4907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33941
27,PQ,True,1.012513,1.012513,0.0,24.1047,24.1047,0.0,107.5331,107.5331,0.0,14.4073,14.4073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33941
28,PQ,True,1.025884,1.025884,0.0,29.8761,29.8761,0.0,166.3351,166.3351,0.0,15.7828,15.7828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33941
29,PV,True,1.0499,1.0499,0.0,6.3641,6.3641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,261.9649,261.9649,0.0,0.0,240.845,240.845,33941
30,Slack,True,0.982,0.982,0.0,0.0,0.0,0.0,7.1474,7.1474,0.0,3.5737,3.5737,0.0,78.5272,78.5272,0.0,173.9477,173.9477,0.0,33941
31,PV,True,0.9841,0.9841,0.0,10.9347,10.9347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,681.1088,681.1088,0.0,0.0,244.6585,244.6585,33941
32,PV,True,0.9972,0.9972,0.0,19.3851,19.3851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,662.2473,662.2473,0.0,0.0,160.3204,160.3204,33941
33,PV,True,1.0123,1.0123,0.0,19.6548,19.6548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,532.3127,532.3127,0.0,0.0,173.9294,173.9294,33941
34,PV,True,1.0494,1.0494,0.0,18.2137,18.2137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,681.1088,681.1088,0.0,0.0,237.0242,237.0242,33941
35,PV,True,1.0636,1.0636,0.0,20.7615,20.7615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,586.8014,586.8014,0.0,0.0,96.0374,96.0374,33941
36,PV,True,1.0275,1.0275,0.0,13.4025,13.4025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,565.8442,565.8442,0.0,0.0,51.2438,51.2438,33941
37,PV,True,1.0265,1.0265,0.0,37.3835,37.3835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,869.7235,869.7235,0.0,0.0,180.5492,180.5492,33941
38,PV,True,1.03,1.03,0.0,0.6989,0.6989,0.0,982.8736,982.8736,0.0,222.571,222.571,0.0,1047.8596,1047.8596,0.0,0.0,48.9224,48.9224,33941
